Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Philippines/PH-PGC-04810/2021	EPI_ISL_1122426	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04829/2021	EPI_ISL_1122427	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 20 nucleotide(s) found at refpos 27265 (FRAMESHIFT confirmed by submitter). Gap of 36 nucleotides when compared to the reference sequence. NS6 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04833/2021	EPI_ISL_1122428	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Long stretches of NNNs (5.64% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	alert	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04778/2021	EPI_ISL_1122429	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.122	Stretches of NNNs (1.11% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	warn	B.1.1	GR
hCoV-19/Philippines/PH-PGC-04779/2021	EPI_ISL_1122430	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.123	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/Philippines/PH-PGC-04780/2021	EPI_ISL_1122431	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.124	Stretches of NNNs (2.27% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04781/2021	EPI_ISL_1122432	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.125	Stretches of NNNs (1.67% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04782/2021	EPI_ISL_1122433	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.126	Stretches of NNNs (4.53% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04783/2021	EPI_ISL_1122434	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.127	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04784/2021	EPI_ISL_1122435	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.128	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04785/2021	EPI_ISL_1122436	2021-01-31	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.129	Stretches of NNNs (4.75% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04789/2021	EPI_ISL_1122437	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.131	Stretches of NNNs (1.07% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04792/2021	EPI_ISL_1122438	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.132	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04793/2021	EPI_ISL_1122439	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.133	Stretches of NNNs (1.35% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04797/2021	EPI_ISL_1122440	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.134	Stretches of NNNs (2.09% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04798/2021	EPI_ISL_1122441	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.135	Stretches of NNNs (1.57% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04799/2021	EPI_ISL_1122442	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.136	Stretches of NNNs (1.81% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04800/2021	EPI_ISL_1122443	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.137	Stretches of NNNs (4.22% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04801/2021	EPI_ISL_1122444	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.138	Stretches of NNNs (2.43% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04804/2021	EPI_ISL_1122445	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.139	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04805/2021	EPI_ISL_1122446	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.140	Stretches of NNNs (3.43% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04806/2021	EPI_ISL_1122447	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.141	Stretches of NNNs (1.85% of overall sequence). NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04808/2021	EPI_ISL_1122448	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.142	Long stretches of NNNs (9.94% of overall sequence). NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	alert	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04811/2021	EPI_ISL_1122449	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.144	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04813/2021	EPI_ISL_1122450	2021-02-02	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.145	Stretches of NNNs (1.17% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04816/2021	EPI_ISL_1122451	2021-01-31	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.146	Stretches of NNNs (1.46% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04820/2021	EPI_ISL_1122452	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.149	Long stretches of NNNs (5.15% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	alert	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04828/2021	EPI_ISL_1122453	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.151	Stretches of NNNs (1.92% of overall sequence). Gap of 23 nucleotide(s) found at refpos 27263 (FRAMESHIFT confirmed by submitter). NS6_ins25stopQRYYstopL results in 60.7% truncation of the protein sequence. NS6_W27stop results in 57.4% truncation of the protein sequence. Gap of 33 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage. %UniqueMutations 0.18%.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04830/2021	EPI_ISL_1122454	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.153	Gap of 23 nucleotide(s) found at refpos 27263 (FRAMESHIFT confirmed by submitter). NS6_ins25stopQRYYstopL results in 60.7% truncation of the protein sequence. NS6_W27stop results in 57.4% truncation of the protein sequence. Gap of 39 nucleotides when compared to the reference sequence. %UniqueMutations 0.18%.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04290/2021	EPI_ISL_1122455	2021-01-23	Asia / Philippines / Davao Region	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.94	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04430/2021	EPI_ISL_1122456	2021-01-28	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04222/2021	EPI_ISL_1122457	2021-02-01	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.83	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-02772/2021	EPI_ISL_1122458	2021-01-16	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06698/2021	EPI_ISL_1213504	2021-02-03	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.44% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06709/2021	EPI_ISL_1213506	2021-02-08	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06712/2021	EPI_ISL_1213508	2021-02-11	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.38% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06695/2021	EPI_ISL_1213509	2021-02-03	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06708/2021	EPI_ISL_1213511	2021-02-08	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06706/2021	EPI_ISL_1213513	2021-02-08	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06705/2021	EPI_ISL_1213514	2021-02-05	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06702/2021	EPI_ISL_1213516	2021-02-05	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06694/2021	EPI_ISL_1213518	2021-02-03	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06703/2021	EPI_ISL_1213519	2021-02-05	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.82% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06697/2021	EPI_ISL_1213521	2021-02-03	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.64% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06700/2021	EPI_ISL_1213523	2021-02-04	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.14% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06699/2021	EPI_ISL_1213524	2021-02-04	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06701/2021	EPI_ISL_1213526	2021-02-05	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06710/2021	EPI_ISL_1213528	2021-02-08	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06704/2021	EPI_ISL_1213530	2021-02-05	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06696/2021	EPI_ISL_1213531	2021-02-03	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04790/2021	EPI_ISL_1213533	2021-02-01	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.14% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-05775/2021	EPI_ISL_1213535	2021-02-06	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.29% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06610/2021	EPI_ISL_1213537	2021-02-15	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06621/2021	EPI_ISL_1213539	2021-02-09	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Long stretches of NNNs (5.10% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	alert	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06622/2021	EPI_ISL_1213540	2021-02-09	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06672/2021	EPI_ISL_1213542	2021-02-14	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/Philippines/PH-PGC-06664/2021	EPI_ISL_1213544	2021-02-11	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (4.18% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06627/2021	EPI_ISL_1213546	2021-02-09	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06678/2021	EPI_ISL_1213547	2021-02-16	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.84% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06671/2021	EPI_ISL_1213549	2021-02-14	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/Philippines/PH-PGC-06657/2021	EPI_ISL_1213551	2021-02-10	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (2.50% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06673/2021	EPI_ISL_1213552	2021-02-16	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (2.66% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06669/2021	EPI_ISL_1213554	2021-02-16	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06615/2021	EPI_ISL_1213556	2021-02-08	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (4.21% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06612/2021	EPI_ISL_1213558	2021-02-15	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06613/2021	EPI_ISL_1213559	2021-02-15	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (1.87% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-05720/2021	EPI_ISL_1213561	2021-02-05	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (2.31% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06399/2021	EPI_ISL_1213563	2021-02-13	Asia / Philippines / Soccsksargen	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06232/2021	EPI_ISL_1213565	2021-02-13	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06233/2021	EPI_ISL_1213566	2021-02-13	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-03940/2021	EPI_ISL_1213568	2021-01-26	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-05346/2021	EPI_ISL_1213569	2021-02-06	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-05004/2021	EPI_ISL_1213571	2021-01-17	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-05029/2021	EPI_ISL_1213573	2021-01-08	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Stretches of NNNs (3.09% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-07648/2021	EPI_ISL_1213574	2021-02-22	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-07628/2021	EPI_ISL_1213576	2021-02-19	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
